text,sentiment
BF @gg group in Portland OR.,negative
What did you do?,neutral
The other building failed! There's something wrong with the big plan!,negative
It is intended to send you an e-mail for a few months. Your prenup must be here soon. I really hope I can be there soon. > 140char,positive
I've been swimming with my family for over two hours!,neutral
It's good to see these girls today. Their jobs are boring without you.,neutral
"There's a problem with com, and it's not possible to get the website to work.",negative
@times.,positive
"Feels hurt, in the car, going to a funny movie, people talking.",neutral
I can't get it from my ex!,positive
"It's only 4:40 and I'm going to sleep. Headache's all right. Take it easy, Teddy!",negative
"Interestingly, I hit a motorcycle with followers of 10 bicycle companies, `downloading' to five information technology companies, fun. Can you say `key word'?",positive
"You're the only one who's smart enough to pave your own way, and no one's going anywhere you're going.",neutral
"http://bit.ly/253ce* When I was four years old, I was bitten in the face by a Doberman.",neutral
"I hurt my knee, too, except mine was just an infected wound.",negative
"I was wondering, where are you, why didn't you tweet on Twitter for a week?",negative
"SB 239K. Flop A Q 9.4 Player check. 9 turns 9 turns 9. I check 200 bets, river bricks. I check Travel 9, K kick. He shows A9.",neutral
This post is part of our special coverage Egypt Protests 2011.,positive
Nature makes my life miserable.,negative
I already like it.,positive
Congratulations to the lovely Japanese children.,positive
There's a great MAD meeting tomorrow.,positive
"It's always good to see you, even in cyberspace.",positive
"Ah, that's your back pain... sorry... I didn't mean to cause you pain.",negative
But no one will give them.,neutral
"A trail stops, a trail sucks, and it's almost working on the Minenosota road!",negative
"I tried to put a can on my bag, and I burned my bag with Iron LOL.",positive
"I have a quick little football player problem, and I promise you don't freak out on her.",neutral
Thank you for thinking. I didn't think things were going as well as we hoped.,positive
The dog dug a hole in the backyard. I fell asleep and now I'm grounded.,negative
#NAME?,positive
"Nine days, I'm going to Matchtown to see if they hear anything.",positive
My last tweet didn't send a bad phone.,neutral
In love with her men and Levi and Sara.,positive
"Unfortunately, the EU and his satellite provider have research papers, so even if his TV looks good, it's basically useless.",neutral
"Hey, Simon, I'm new here, too, but I wanted to tell you that Jimmy Carl on Twitter said you made a movie about Star Trek.",neutral
Did my iPhone get an extension of the warranty when I was out of use or escaped?,negative
"I need to get to work right away, but I really don't want to try to save money... and life is restless.",neutral
Having Thai food with Natalie. She likes this. It makes me laugh.,positive
It's parked in Bridges because I missed most of it on TV.,negative
"When we have more followers, we will have a competitor. May you all look forward!",positive
Thanks for reminding me. I sewed two and made three.,neutral
Nothing.,neutral
♪ Shes bad they won't six her out ♪,negative
I just watched Star Trek. I'm not a big fan.,positive
I want to live in New York City more than ever.,negative
Have you been to Trop for five years?,neutral
Looks like they dialed the lot... and noticed all the small but important details of the game... and there's still no blood.,neutral
See you later. I love hot 30.,positive
It's a record of everything that everyone has done on my file.,negative
I hope Meredith didn't have an elbow or a broken arm.,positive
http://www.dujourmag.com/subscription,neutral
"In the morning, the media was finally transferred from PC to PS3 via a wireless router, much easier than using USBdangle, ah, technology.",positive
Sophie razed it to the ground in a skateboard park (3 years every 3 years).,positive
I wish I could sleep in bed naked at home.,negative
She was wearing the same clothes as she used to wear in Canada.,negative
Finally!,neutral
"Sussett, I'm so sorry. I wasn't informed at all, and they told Sams, they wanted her to tell me, Hef.",negative
"It tickles my ass, but I can't hold it.",negative
"Time is, you can look at the source code and find out how it works.",neutral
"http://twitpic.com/67owu - Nice - I have tickets for tonight's game, but I'm sick.",neutral
How many stalkers are there today?,positive
But it's a long shot!,neutral
"Of course, I'm just jealous because I didn't think of it first.",neutral
"Hey, I bet you and your sweeper have a lot of mother's wisdom to share.",positive
Work is evil ****. It won't let me check my text.,negative
"I'm lucky to have you in my life and ""mom"" sorry about your back. You should do some stretching.",neutral
"My happiness score is 612, and I'm obviously happy considering that I've been in the past week...",positive
"But on the bright side, you're on Twitter!",neutral
You'll miss the mine and the rest of the East Coast!,negative
"Oh, I love green and purple... and BLACK!",positive
"Neither am I. Whatever you want to do, it doesn't matter.",neutral
"Get some sleep, then get some sleep.",neutral
I'm going home. See you later.,neutral
Ice cream doesn't work anymore.,negative
"I'd rather end up heartbroken, heart broken, and regret it, because I didn't take the chance.",negative
"You can't change your carrer, crazy dog girl just different when you're a math test?",positive
Cynthia and Jenny are trashing my Twitter!,neutral
I'm a holy cathedral!,neutral
#NAME?,positive
I have recently had many expressions of sympathy for the status of client services.,negative
Last week's class...,positive
"Students, protesters, explorers, semesters, semesters, semesters, detainees.",neutral
"I'm sure a lot of studio equipment collects simulation material that can't be bought. Really, condolences.",negative
"Learn chemistry or writing at night, young at night. Maybe I'll do it at the same time.",neutral
I'm really happy to share this happiness with us.,positive
I'm glad Tiff can't drop BIO so she can suffer with me.,neutral
We want pictures as evidence.,neutral
"So... finally, my account has been completed and will be converted this week.",neutral
New buildings are all over the place now.,neutral
I'm hungry. I'm not impressed. Everybody's gone to Ruby.,negative
Of course you can. Good morning.,neutral
I got a tattoo today. I didn't hurt much. Thank God I can't wait to get next.,positive
"Yeah, I think I've been waiting a long time. Oh, okay. That's cool. I should have signed up more, but I've finished the core course.",positive
I wish you were on your way to Tampa!,neutral
"Mmhabi, peanuts in peanuts!",positive
"She was supposed to go out with al, but what does her mother want her to do now?",negative
"Happy Mother's Day to all Mommi Es Owt Theaa, think of Thaa hanging Thiis Thii Ng!",positive
To make my mother a happy mother's day card. I love my mother.,positive
"I've seen too much Beverly Hills today, 90210, and I'm not proud of that fact.",negative
Thank you for your information.,positive
Happy birthday. I took a ride to the wedding. I'll see you guys soon.,positive
"Hey, David, I want to know if you got a letter with a song in it?",positive
I love my own tea!,neutral
"When I danced, I fell down the stairs, the sword fell on me, and now my ass hurts.",negative
I was in Chicago on the night of May 29th. Are you there?,positive
"Oh, these are from www.overheaddinlondon.co.uk. Others from the New York edition.",neutral
"Oh, I'm sorry to hear Abt Firefox hit you.",negative
Just woke up...,neutral
I don't want to do this anymore!,neutral
Good morning. I feel very sick.,neutral
Can't find any pictures!,neutral
Just come home from school!,positive
I don't think so.,positive
"Look at these feedbacks! You should do it more often, seriously, the crazier the topic, the better.",positive
Why don't you admit that no one wants to pay for Photoshop and others?,neutral
"When the sky lighted, it finally fell asleep... numbers!",positive
"I wish I was out there, it's the only thing that's gonna kill me all day working, working every day in the summer.",negative
"Use Twitter, give up life.",neutral
I'm < 3 Owl City.,neutral
"I want a top that says "" www.bilko22.com "".",neutral
"When I don't have to pay too much, it's too low.",negative
The school's pranks are because I blame me.,neutral
"Her desk rots. You'll always be real ""down and out,"" but thanks to YL, you created my day. You're the best support system ever!",positive
I bought four FOUR relationships: http://tinyurl.com/pvajm,neutral
Try to be optimistic while I wait for the keys to be taken out of the locked car.,neutral
"Tom, my school is playing POV at the break today. I almost cried!",negative
And then dinner at the Rainwood Café (all free!),positive
I'm sorry. I'm sorry.,negative
"Watch ""know"" and love it.",positive
Thanks. We'll talk soon.,neutral
Thank you. You're my first follower.,positive
"Haha, Kasi Ibola. Not after the haircut. Where were you yesterday at the music rhythm award?",neutral
"Who else has their iPhone headphones, gray rubber dissolved?",neutral
